datetime,season,weather,temp,humidity,windspeed,casual,registered,count,hour,dow,month,year,is_weekend,is_morning_rush,is_evening_rush,is_night,hour_sin,hour_cos,dow_sin,dow_cos,lag_1h,lag_2h,lag_3h,lag_24h,lag_48h,lag_168h,lag_336h,roll_24h_mean,roll_24h_std,roll_168h_mean,roll_168h_std
2011-01-08 20:00:00,3,4,14.01,26.02,26.5,27,114,141,20,5,1,2011,1,0,0,0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,177.0,228.0,221.0,191.0,82.0,76.0,,150.41666666666666,59.58984204847595,127.85119047619048,58.67107539831393
2011-01-08 21:00:00,2,2,20.93,54.29,35.35,23,67,90,21,5,1,2011,1,0,0,0,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,141.0,177.0,228.0,21.0,159.0,33.0,,148.33333333333334,58.980222673932495,128.23809523809524,58.54127343807404
2011-01-08 22:00:00,3,2,17.25,39.13,16.17,4,165,169,22,5,1,2011,1,0,0,1,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,90.0,141.0,177.0,179.0,202.0,219.0,,151.20833333333334,53.97260107375464,128.57738095238096,58.14986801348514
2011-01-08 23:00:00,3,1,13.22,70.43,1.85,12,63,75,23,5,1,2011,1,0,0,1,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,169.0,90.0,141.0,187.0,203.0,53.0,,150.79166666666666,53.78700276708734,128.2797619047619,57.81126898364935
2011-01-09 00:00:00,1,1,8.94,84.54,11.5,17,130,147,0,6,1,2011,1,0,0,1,0.0,1.0,-0.7818314824680299,0.6234898018587334,75.0,169.0,90.0,219.0,61.0,121.0,,146.125,55.345014700277275,128.41071428571428,57.66445686135856
2011-01-09 01:00:00,3,4,29.57,97.3,11.9,16,53,69,1,6,1,2011,1,0,0,1,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,147.0,75.0,169.0,134.0,109.0,90.0,,143.125,53.13012123653296,128.5654761904762,57.679336567246956
2011-01-09 02:00:00,3,3,34.88,56.37,16.78,29,75,104,2,6,1,2011,1,0,0,1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,69.0,147.0,75.0,162.0,201.0,104.0,,140.41666666666666,55.23067568147142,128.4404761904762,57.78607071461218
2011-01-09 03:00:00,2,1,14.89,82.9,47.17,37,171,208,3,6,1,2011,1,0,0,1,0.7071067811865475,0.7071067811865476,-0.7818314824680299,0.6234898018587334,104.0,69.0,147.0,81.0,108.0,113.0,,138.0,55.513413968470516,128.4404761904762,57.78607071461218
2011-01-09 04:00:00,2,3,16.45,93.36,40.24,18,126,144,4,6,1,2011,1,0,0,1,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,208.0,104.0,69.0,180.0,76.0,218.0,,143.29166666666666,55.895460783787065,129.00595238095238,58.09804814182602
2011-01-09 05:00:00,4,4,23.54,74.67,46.8,21,157,178,5,6,1,2011,1,0,0,1,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,144.0,208.0,104.0,58.0,166.0,149.0,,141.79166666666666,55.34789510680255,128.5654761904762,57.69843550437155
2011-01-09 06:00:00,1,1,26.55,39.42,49.93,48,109,157,6,6,1,2011,1,0,0,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,178.0,144.0,208.0,163.0,148.0,65.0,,146.79166666666666,52.81137819321383,128.73809523809524,57.803221642727664
2011-01-09 07:00:00,3,3,16.76,68.63,21.69,48,87,135,7,6,1,2011,1,1,0,0,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,157.0,178.0,144.0,76.0,182.0,112.0,,146.54166666666666,52.74547511329792,129.28571428571428,57.63130208771154
2011-01-09 08:00:00,3,1,32.15,97.6,11.35,17,112,129,8,6,1,2011,1,1,0,0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,135.0,157.0,178.0,196.0,121.0,75.0,,149.0,50.647975194516334,129.42261904761904,57.61731037956358
2011-01-09 09:00:00,4,4,21.8,99.0,28.0,25,53,78,9,6,1,2011,1,1,0,0,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,129.0,135.0,157.0,223.0,189.0,143.0,,146.20833333333334,49.783862556198734,129.74404761904762,57.46230183365152
2011-01-09 10:00:00,3,4,18.51,71.39,44.06,14,47,61,10,6,1,2011,1,0,0,0,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,78.0,129.0,135.0,202.0,97.0,120.0,,140.16666666666666,48.84907249946476,129.35714285714286,57.591196694443084
2011-01-09 11:00:00,1,1,24.4,90.96,23.29,27,34,61,11,6,1,2011,1,0,0,0,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,61.0,78.0,129.0,161.0,107.0,9.0,,134.29166666666666,49.56285352232412,129.00595238095238,57.828001942557
2011-01-09 12:00:00,4,3,33.58,36.03,25.27,29,67,96,12,6,1,2011,1,0,0,0,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,61.0,61.0,78.0,162.0,167.0,24.0,,130.125,51.389655954583205,129.3154761904762,57.3187473778823
2011-01-09 13:00:00,1,2,28.84,39.69,6.72,27,25,52,13,6,1,2011,1,0,0,0,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,96.0,61.0,61.0,142.0,115.0,205.0,,127.375,51.375694219365386,129.74404761904762,56.79335343415742
2011-01-09 14:00:00,4,2,6.2,96.23,21.02,19,71,90,14,6,1,2011,1,0,0,0,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,52.0,96.0,61.0,74.0,178.0,188.0,,123.625,53.50238718770036,128.83333333333334,56.806074848739186
2011-01-09 15:00:00,4,1,14.97,30.82,19.35,3,87,90,15,6,1,2011,1,0,0,0,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,90.0,52.0,96.0,91.0,71.0,140.0,,124.29166666666667,52.95402367326207,128.25,56.69793372445556
2011-01-09 16:00:00,2,3,19.12,35.29,17.58,3,106,109,16,6,1,2011,1,0,0,0,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,90.0,90.0,52.0,82.0,170.0,99.0,,124.25,52.98174418978011,127.95238095238095,56.76707419675595
2011-01-09 17:00:00,1,2,14.44,53.64,44.36,36,55,91,17,6,1,2011,1,0,1,0,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,109.0,90.0,90.0,221.0,62.0,111.0,,125.375,52.32823869783298,128.01190476190476,56.74177120907464
2011-01-09 18:00:00,3,4,26.01,67.17,2.97,14,68,82,18,6,1,2011,1,0,1,0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,91.0,109.0,90.0,228.0,217.0,213.0,,119.95833333333333,48.594577588600224,127.89285714285714,56.79862903320226
2011-01-09 19:00:00,3,3,29.79,68.31,48.61,33,79,112,19,6,1,2011,1,0,1,0,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,82.0,91.0,109.0,177.0,227.0,99.0,,113.875,43.33520759603326,127.11309523809524,56.521780613983736
2011-01-09 20:00:00,1,2,26.94,43.36,0.41,10,191,201,20,6,1,2011,1,0,0,0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,112.0,82.0,91.0,141.0,191.0,128.0,,111.16666666666667,41.196946559145566,127.19047619047619,56.491952940903666
2011-01-09 21:00:00,3,3,34.68,93.65,47.28,22,95,117,21,6,1,2011,1,0,0,0,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,201.0,112.0,82.0,90.0,21.0,96.0,,113.66666666666667,44.753106928012706,127.625,56.77824154176361
2011-01-09 22:00:00,3,1,13.18,93.21,27.4,34,156,190,22,6,1,2011,1,0,0,1,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,117.0,201.0,112.0,169.0,179.0,87.0,,114.79166666666667,44.4707809951527,127.75,56.7312975328476
2011-01-09 23:00:00,1,3,31.25,51.37,35.12,42,125,167,23,6,1,2011,1,0,0,1,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,190.0,117.0,201.0,75.0,187.0,104.0,,115.66666666666667,45.771328282600855,128.36309523809524,56.844722377881496
2011-01-10 00:00:00,4,2,28.0,54.74,9.36,34,104,138,0,0,1,2011,0,0,0,1,0.0,1.0,0.0,1.0,167.0,190.0,117.0,147.0,219.0,70.0,,119.5,46.068946439949656,128.73809523809524,56.89082286003143
2011-01-10 01:00:00,1,1,15.87,76.2,32.71,10,58,68,1,0,1,2011,0,0,0,1,0.25881904510252074,0.9659258262890683,0.0,1.0,138.0,167.0,190.0,69.0,134.0,169.0,,119.125,45.871571664338205,129.14285714285714,56.71203504313666
2011-01-10 02:00:00,4,3,27.02,73.04,44.1,1,24,25,2,0,1,2011,0,0,0,1,0.49999999999999994,0.8660254037844387,0.0,1.0,68.0,138.0,167.0,104.0,162.0,104.0,,119.08333333333333,45.919510551347955,128.54166666666666,56.82222030648646
2011-01-10 03:00:00,3,4,8.12,50.58,6.97,14,199,213,3,0,1,2011,0,0,0,1,0.7071067811865475,0.7071067811865476,0.0,1.0,25.0,68.0,138.0,208.0,81.0,214.0,,115.79166666666667,49.721816720339255,128.07142857142858,57.350959817242284
2011-01-10 04:00:00,3,2,28.68,53.14,6.35,39,26,65,4,0,1,2011,0,0,0,1,0.8660254037844386,0.5000000000000001,0.0,1.0,213.0,25.0,68.0,144.0,180.0,88.0,,116.0,50.13373419512873,128.0654761904762,57.342039200329495
2011-01-10 05:00:00,3,1,20.97,47.84,15.2,27,98,125,5,0,1,2011,0,0,0,1,0.9659258262890683,0.25881904510252074,0.0,1.0,65.0,213.0,25.0,178.0,58.0,74.0,,112.70833333333333,50.804381158789155,127.92857142857143,57.465592040852115
2011-01-10 06:00:00,2,3,13.77,38.83,8.09,30,21,51,6,0,1,2011,0,0,0,0,1.0,6.123233995736766e-17,0.0,1.0,125.0,65.0,213.0,157.0,163.0,136.0,,110.5,48.96138673796263,128.23214285714286,57.31350628400164
2011-01-10 07:00:00,4,4,24.67,56.65,5.53,31,198,229,7,0,1,2011,0,1,0,0,0.9659258262890683,-0.25881904510252063,0.0,1.0,51.0,125.0,65.0,135.0,76.0,100.0,,106.08333333333333,49.36370490875696,127.72619047619048,57.61889061289281
2011-01-10 08:00:00,2,2,24.25,74.91,33.92,33,46,79,8,0,1,2011,0,1,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,229.0,51.0,125.0,129.0,196.0,77.0,,110.0,55.14802215697387,128.49404761904762,58.10469561902682
2011-01-10 09:00:00,2,4,11.28,79.36,10.69,49,121,170,9,0,1,2011,0,1,0,0,0.7071067811865476,-0.7071067811865475,0.0,1.0,79.0,229.0,51.0,78.0,223.0,223.0,,107.91666666666667,55.343132535487854,128.50595238095238,58.09428605415021
2011-01-10 10:00:00,1,3,5.91,82.31,33.35,21,54,75,10,0,1,2011,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,170.0,79.0,229.0,61.0,202.0,6.0,,111.75,56.357747046647525,128.1904761904762,57.72077661004308
2011-01-10 11:00:00,2,3,18.01,49.98,43.1,28,8,36,11,0,1,2011,0,0,0,0,0.258819045102521,-0.9659258262890682,0.0,1.0,75.0,170.0,79.0,61.0,161.0,125.0,,112.33333333333333,55.88004751380336,128.60119047619048,57.08813858794623
2011-01-10 12:00:00,1,1,22.09,81.17,32.6,7,53,60,12,0,1,2011,0,0,0,0,1.2246467991473532e-16,-1.0,0.0,1.0,36.0,75.0,170.0,96.0,162.0,132.0,,111.29166666666667,57.098297520242575,128.07142857142858,57.53297116957943
2011-01-10 13:00:00,1,4,31.3,20.52,5.97,21,113,134,13,0,1,2011,0,0,0,0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,60.0,36.0,75.0,52.0,142.0,46.0,,109.79166666666667,57.98349027893656,127.64285714285714,57.77120739402891
2011-01-10 14:00:00,2,1,32.85,58.16,28.68,11,63,74,14,0,1,2011,0,0,0,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,134.0,60.0,36.0,90.0,74.0,15.0,,113.20833333333333,56.83460302887026,128.16666666666666,57.424427470019076
2011-01-10 15:00:00,4,2,20.86,83.51,19.68,22,117,139,15,0,1,2011,0,0,0,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,74.0,134.0,60.0,90.0,91.0,133.0,,112.54166666666667,57.21126307982021,128.51785714285714,56.90626531856063
2011-01-10 16:00:00,4,1,27.61,70.4,17.17,37,108,145,16,0,1,2011,0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0,139.0,74.0,134.0,109.0,82.0,57.0,,114.58333333333333,57.24616308894239,128.55357142857142,56.91097774916651
2011-01-10 17:00:00,4,2,18.18,57.93,15.93,1,98,99,17,0,1,2011,0,0,1,0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,145.0,139.0,74.0,91.0,221.0,55.0,,116.08333333333333,57.56426780161652,129.07738095238096,56.65284524661265
2011-01-10 18:00:00,4,3,27.38,71.57,46.47,11,166,177,18,0,1,2011,0,0,1,0,-1.0,-1.8369701987210297e-16,0.0,1.0,99.0,145.0,139.0,82.0,228.0,58.0,,116.41666666666667,57.43572336830601,129.33928571428572,56.40951955559212
2011-01-10 19:00:00,4,3,11.14,92.56,37.13,20,82,102,19,0,1,2011,0,0,1,0,-0.9659258262890684,0.2588190451025203,0.0,1.0,177.0,99.0,145.0,112.0,177.0,42.0,,120.375,58.22879349002811,130.04761904761904,56.25527887658855
2011-01-10 20:00:00,2,4,16.13,65.31,6.69,11,7,18,20,0,1,2011,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.0,1.0,102.0,177.0,99.0,201.0,141.0,135.0,,119.95833333333333,58.32702346825748,130.4047619047619,55.88217267338004
2011-01-10 21:00:00,2,2,24.03,83.98,23.8,44,106,150,21,0,1,2011,0,0,0,0,-0.7071067811865477,0.7071067811865474,0.0,1.0,18.0,102.0,177.0,117.0,90.0,60.0,,112.33333333333333,59.226658705765836,129.70833333333334,56.549628901895694
2011-01-10 22:00:00,3,3,5.54,98.46,15.91,30,154,184,22,0,1,2011,0,0,0,1,-0.5000000000000004,0.8660254037844384,0.0,1.0,150.0,18.0,102.0,190.0,169.0,107.0,,113.70833333333333,59.720711698682,130.24404761904762,56.311100895982136
2011-01-10 23:00:00,4,4,26.67,76.45,48.9,8,196,204,23,0,1,2011,0,0,0,1,-0.25881904510252157,0.9659258262890681,0.0,1.0,184.0,150.0,18.0,167.0,75.0,94.0,,113.45833333333333,59.399150313544105,130.70238095238096,56.43400676937288
2011-01-11 00:00:00,2,4,30.07,65.87,48.9,14,111,125,0,1,1,2011,0,0,0,1,0.0,1.0,0.7818314824680298,0.6234898018587336,204.0,184.0,150.0,138.0,147.0,210.0,,115.0,61.29898218886915,131.35714285714286,56.64336225539791
2011-01-11 01:00:00,3,1,16.97,23.0,15.98,31,160,191,1,1,1,2011,0,0,0,1,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,125.0,204.0,184.0,68.0,69.0,68.0,,114.45833333333333,61.144148404062044,130.85119047619048,56.31536945539498
2011-01-11 02:00:00,4,4,18.44,49.96,17.61,42,137,179,2,1,1,2011,0,0,0,1,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,191.0,125.0,204.0,25.0,104.0,211.0,,119.58333333333333,62.226037236392614,131.58333333333334,56.292905570461286
2011-01-11 03:00:00,1,3,30.54,65.24,29.97,8,105,113,3,1,1,2011,0,0,0,1,0.7071067811865475,0.7071067811865476,0.7818314824680298,0.6234898018587336,179.0,191.0,125.0,213.0,208.0,177.0,,126.0,59.94707810988819,131.39285714285714,56.07629914607053
2011-01-11 04:00:00,3,1,28.27,83.78,23.97,23,143,166,4,1,1,2011,0,0,0,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,113.0,179.0,191.0,65.0,144.0,168.0,,121.83333333333333,57.042064316162914,131.01190476190476,55.98192480910418
2011-01-11 05:00:00,2,2,13.64,55.05,10.66,7,10,17,5,1,1,2011,0,0,0,1,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,166.0,113.0,179.0,125.0,178.0,210.0,,126.04166666666667,56.388774065231296,131.0,55.97422417912633
2011-01-11 06:00:00,1,2,14.72,96.8,33.02,27,18,45,6,1,1,2011,0,0,0,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,17.0,166.0,113.0,51.0,157.0,158.0,,121.54166666666667,60.62570782494299,129.85119047619048,56.32259944422948
2011-01-11 07:00:00,1,3,25.37,41.74,16.71,17,191,208,7,1,1,2011,0,1,0,0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,45.0,17.0,166.0,229.0,135.0,193.0,,121.29166666666667,60.940797476743285,129.17857142857142,56.658164125029856
2011-01-11 08:00:00,1,3,21.9,79.57,32.69,42,51,93,8,1,1,2011,0,1,0,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,208.0,45.0,17.0,79.0,129.0,149.0,,120.41666666666667,59.45982689591978,129.26785714285714,56.77104697837963
2011-01-11 09:00:00,3,1,9.87,53.52,19.18,36,142,178,9,1,1,2011,0,1,0,0,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,93.0,208.0,45.0,170.0,78.0,144.0,,121.0,59.10344652644497,128.9345238095238,56.818878101859084
2011-01-11 10:00:00,2,1,14.3,58.88,35.01,35,41,76,10,1,1,2011,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,178.0,93.0,208.0,75.0,61.0,111.0,,121.33333333333333,59.41355918048291,129.13690476190476,56.93329699332192
2011-01-11 11:00:00,1,3,32.0,84.2,33.39,36,99,135,11,1,1,2011,0,0,0,0,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,76.0,178.0,93.0,36.0,61.0,68.0,,121.375,59.37999406914896,128.92857142857142,57.06394893981354
2011-01-11 12:00:00,4,3,25.65,43.7,25.44,31,95,126,12,1,1,2011,0,0,0,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,135.0,76.0,178.0,60.0,96.0,12.0,,125.5,56.563162078757735,129.32738095238096,56.86937412052286
2011-01-11 13:00:00,1,2,34.58,27.74,35.24,20,82,102,13,1,1,2011,0,0,0,0,-0.2588190451025208,-0.9659258262890683,0.7818314824680298,0.6234898018587336,126.0,135.0,76.0,134.0,52.0,219.0,,128.25,54.817682009271024,130.00595238095238,56.13643527651722
2011-01-11 14:00:00,1,2,28.01,61.62,23.05,38,78,116,14,1,1,2011,0,0,0,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,102.0,126.0,135.0,74.0,90.0,123.0,,126.91666666666667,55.0603752941825,129.3095238095238,55.75018620639159
2011-01-11 15:00:00,3,2,33.26,62.3,5.81,48,165,213,15,1,1,2011,0,0,0,0,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,116.0,102.0,126.0,139.0,90.0,191.0,,128.66666666666666,53.96187596786277,129.26785714285714,55.7575454161118
2011-01-11 16:00:00,3,3,11.49,83.77,9.11,28,127,155,16,1,1,2011,0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.7818314824680298,0.6234898018587336,213.0,116.0,102.0,145.0,109.0,108.0,,131.75,56.62634968158251,129.39880952380952,55.92896905372568
2011-01-11 17:00:00,2,4,28.14,97.47,12.3,17,85,102,17,1,1,2011,0,0,1,0,-0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,155.0,213.0,116.0,99.0,91.0,21.0,,132.16666666666666,56.76470632407043,129.67857142857142,55.93883758215551
2011-01-11 18:00:00,4,3,5.61,24.42,3.16,22,48,70,18,1,1,2011,0,0,1,0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,102.0,155.0,213.0,177.0,82.0,122.0,,132.29166666666666,56.691751694094954,130.16071428571428,55.342410495810014
2011-01-11 19:00:00,3,3,25.12,67.34,35.57,32,76,108,19,1,1,2011,0,0,1,0,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,70.0,102.0,155.0,102.0,112.0,81.0,,127.83333333333333,57.22774233493414,129.85119047619048,55.53341119590371
2011-01-11 20:00:00,1,2,19.08,74.5,18.37,47,83,130,20,1,1,2011,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,108.0,70.0,102.0,18.0,201.0,173.0,,128.08333333333334,57.122992147506146,130.01190476190476,55.430161928682644
2011-01-11 21:00:00,2,3,15.4,98.86,4.68,8,48,56,21,1,1,2011,0,0,0,0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,130.0,108.0,70.0,150.0,117.0,211.0,,132.75,52.09210071135286,129.75595238095238,55.329659513158326
2011-01-11 22:00:00,1,1,30.87,95.41,41.0,43,78,121,22,1,1,2011,0,0,0,1,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,56.0,130.0,108.0,184.0,190.0,137.0,,128.83333333333334,54.228715854133924,128.83333333333334,55.25907047951026
2011-01-11 23:00:00,1,3,30.63,77.0,34.18,42,198,240,23,1,1,2011,0,0,0,1,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,121.0,56.0,130.0,204.0,167.0,137.0,,126.20833333333333,52.95197099149425,128.73809523809524,55.25869894888777
